TILE, ULC_X, ULC_Y, LRC_X, LRC_Y, LL_ULC_X, LL_ULC_Y, LL_URC_X, LL_URC_Y, LL_LLC_X, LL_LLC_Y, LL_LRC_X, LL_LRC_Y
h28v06, 11119505.197, 3335851.559, 12231455.716, 2223901.039, 115d28'12.19"E, 30d 0'0.00"N, 127d 1'1.41"E, 30d 0'0.00"N, 106d25'4.00"E, 20d 0'0.00"N, 117d 3'34.40"E, 20d 0'0.00"N
h28v07, 11119505.197, 2223901.039, 12231455.716, 1111950.520, 106d25'4.00"E, 20d 0'0.00"N, 117d 3'34.40"E, 20d 0'0.00"N, 101d32'33.58"E, 10d 0'0.00"N, 111d41'48.94"E, 10d 0'0.00"N
h28v08, 11119505.197, 1111950.520, 12231455.716, 0.000, 101d32'33.58"E, 10d 0'0.00"N, 111d41'48.94"E, 10d 0'0.00"N, 100d 0'0.00"E, 0d 0'0.01"N, 110d 0'0.00"E, 0d 0'0.01"N
h28v09, 11119505.197, 0.000, 12231455.716, -1111950.520, 100d 0'0.00"E, 0d 0'0.01"N, 110d 0'0.00"E, 0d 0'0.01"N, 101d32'33.58"E, 10d 0'0.00"S, 111d41'48.94"E, 10d 0'0.00"S
h28v10, 11119505.197, -1111950.520, 12231455.716, -2223901.039, 101d32'33.58"E, 10d 0'0.00"S, 111d41'48.94"E, 10d 0'0.00"S, 106d25'4.00"E, 20d 0'0.00"S, 117d 3'34.40"E, 20d 0'0.00"S
h28v11, 11119505.197, -2223901.039, 12231455.716, -3335851.559, 106d25'4.00"E, 20d 0'0.00"S, 117d 3'34.40"E, 20d 0'0.00"S, 115d28'12.19"E, 30d 0'0.00"S, 127d 1'1.41"E, 30d 0'0.00"S
h28v12, 11119505.197, -3335851.559, 12231455.716, -4447802.079, 115d28'12.19"E, 30d 0'0.00"S, 127d 1'1.41"E, 30d 0'0.00"S, 130d32'26.62"E, 40d 0'0.00"S, 143d35'41.29"E, 40d 0'0.00"S
h28v13, 11119505.197, -4447802.079, 12231455.716, -5559752.598, 130d32'26.62"E, 40d 0'0.00"S, 143d35'41.29"E, 40d 0'0.00"S, 155d34'20.58"E, 50d 0'0.00"S, 171d 7'46.64"E, 50d 0'0.00"S
h28v14, 11119505.197, -5559752.598, 12231455.716, -6671703.118, 155d34'20.58"E, 50d 0'0.00"S, 171d 7'46.64"E, 50d 0'0.00"S, 160d 0'0.00"W, 60d 0'0.00"S, 140d 0'0.00"W, 60d 0'0.00"S
h29v03, 12231455.716, 6671703.118, 13343406.236, 5559752.598, 140d 0'0.00"W, 60d 0'0.00"N, 120d 0'0.00"W, 60d 0'0.00"N, 171d 7'46.64"E, 50d 0'0.00"N, 173d18'47.31"W, 50d 0'0.00"N
h29v05, 12231455.716, 4447802.079, 13343406.236, 3335851.559, 143d35'41.29"E, 40d 0'0.00"N, 156d38'55.95"E, 40d 0'0.00"N, 127d 1'1.41"E, 30d 0'0.00"N, 138d33'50.63"E, 30d 0'0.00"N
h29v06, 12231455.716, 3335851.559, 13343406.236, 2223901.039, 127d 1'1.41"E, 30d 0'0.00"N, 138d33'50.63"E, 30d 0'0.00"N, 117d 3'34.40"E, 20d 0'0.00"N, 127d42'4.80"E, 20d 0'0.00"N
h29v07, 12231455.716, 2223901.039, 13343406.236, 1111950.520, 117d 3'34.40"E, 20d 0'0.00"N, 127d42'4.80"E, 20d 0'0.00"N, 111d41'48.94"E, 10d 0'0.00"N, 121d51'4.30"E, 10d 0'0.00"N
h29v08, 12231455.716, 1111950.520, 13343406.236, 0.000, 111d41'48.94"E, 10d 0'0.00"N, 121d51'4.30"E, 10d 0'0.00"N, 110d 0'0.00"E, 0d 0'0.01"N, 120d 0'0.00"E, 0d 0'0.01"N
h29v09, 12231455.716, 0.000, 13343406.236, -1111950.520, 110d 0'0.00"E, 0d 0'0.01"N, 120d 0'0.00"E, 0d 0'0.01"N, 111d41'48.94"E, 10d 0'0.00"S, 121d51'4.30"E, 10d 0'0.00"S
h29v10, 12231455.716, -1111950.520, 13343406.236, -2223901.039, 111d41'48.94"E, 10d 0'0.00"S, 121d51'4.30"E, 10d 0'0.00"S, 117d 3'34.40"E, 20d 0'0.00"S, 127d42'4.80"E, 20d 0'0.00"S
h29v11, 12231455.716, -2223901.039, 13343406.236, -3335851.559, 117d 3'34.40"E, 20d 0'0.00"S, 127d42'4.80"E, 20d 0'0.00"S, 127d 1'1.41"E, 30d 0'0.00"S, 138d33'50.63"E, 30d 0'0.00"S
h29v12, 12231455.716, -3335851.559, 13343406.236, -4447802.079, 127d 1'1.41"E, 30d 0'0.00"S, 138d33'50.63"E, 30d 0'0.00"S, 143d35'41.29"E, 40d 0'0.00"S, 156d38'55.95"E, 40d 0'0.00"S
h29v13, 12231455.716, -4447802.079, 13343406.236, -5559752.598, 143d35'41.29"E, 40d 0'0.00"S, 156d38'55.95"E, 40d 0'0.00"S, 171d 7'46.64"E, 50d 0'0.00"S, 173d18'47.31"W, 50d 0'0.00"S
h30v04, 13343406.236, 5559752.598, 14455356.756, 4447802.079, 173d18'47.31"W, 50d 0'0.00"N, 157d45'21.25"W, 50d 0'0.00"N, 156d38'55.95"E, 40d 0'0.00"N, 169d42'10.61"E, 40d 0'0.00"N
h30v05, 13343406.236, 4447802.079, 14455356.756, 3335851.559, 156d38'55.95"E, 40d 0'0.00"N, 169d42'10.61"E, 40d 0'0.00"N, 138d33'50.63"E, 30d 0'0.00"N, 150d 6'39.85"E, 30d 0'0.00"N
h30v06, 13343406.236, 3335851.559, 14455356.756, 2223901.039, 138d33'50.63"E, 30d 0'0.00"N, 150d 6'39.85"E, 30d 0'0.00"N, 127d42'4.80"E, 20d 0'0.00"N, 138d20'35.20"E, 20d 0'0.00"N
h30v07, 13343406.236, 2223901.039, 14455356.756, 1111950.520, 127d42'4.80"E, 20d 0'0.00"N, 138d20'35.20"E, 20d 0'0.00"N, 121d51'4.30"E, 10d 0'0.00"N, 132d 0'19.65"E, 10d 0'0.00"N
h30v08, 13343406.236, 1111950.520, 14455356.756, 0.000, 121d51'4.30"E, 10d 0'0.00"N, 132d 0'19.65"E, 10d 0'0.00"N, 120d 0'0.00"E, 0d 0'0.01"N, 130d 0'0.00"E, 0d 0'0.01"N
h30v09, 13343406.236, 0.000, 14455356.756, -1111950.520, 120d 0'0.00"E, 0d 0'0.01"N, 130d 0'0.00"E, 0d 0'0.01"N, 121d51'4.30"E, 10d 0'0.00"S, 132d 0'19.65"E, 10d 0'0.00"S
h30v10, 13343406.236, -1111950.520, 14455356.756, -2223901.039, 121d51'4.30"E, 10d 0'0.00"S, 132d 0'19.65"E, 10d 0'0.00"S, 127d42'4.80"E, 20d 0'0.00"S, 138d20'35.20"E, 20d 0'0.00"S
h30v11, 13343406.236, -2223901.039, 14455356.756, -3335851.559, 127d42'4.80"E, 20d 0'0.00"S, 138d20'35.20"E, 20d 0'0.00"S, 138d33'50.63"E, 30d 0'0.00"S, 150d 6'39.85"E, 30d 0'0.00"S
h30v12, 13343406.236, -3335851.559, 14455356.756, -4447802.079, 138d33'50.63"E, 30d 0'0.00"S, 150d 6'39.85"E, 30d 0'0.00"S, 156d38'55.95"E, 40d 0'0.00"S, 169d42'10.61"E, 40d 0'0.00"S
h30v13, 13343406.236, -4447802.079, 14455356.756, -5559752.598, 156d38'55.95"E, 40d 0'0.00"S, 169d42'10.61"E, 40d 0'0.00"S, 173d18'47.31"W, 50d 0'0.00"S, 157d45'21.25"W, 50d 0'0.00"S
h31v04, 14455356.756, 5559752.598, 15567307.275, 4447802.079, 157d45'21.25"W, 50d 0'0.00"N, 142d11'55.19"W, 50d 0'0.00"N, 169d42'10.61"E, 40d 0'0.00"N, 177d14'34.73"W, 40d 0'0.00"N
h31v06, 14455356.756, 3335851.559, 15567307.275, 2223901.039, 150d 6'39.85"E, 30d 0'0.00"N, 161d39'29.07"E, 30d 0'0.00"N, 138d20'35.20"E, 20d 0'0.00"N, 148d59'5.60"E, 20d 0'0.00"N
h31v07, 14455356.756, 2223901.039, 15567307.275, 1111950.520, 138d20'35.20"E, 20d 0'0.00"N, 148d59'5.60"E, 20d 0'0.00"N, 132d 0'19.65"E, 10d 0'0.00"N, 142d 9'35.01"E, 10d 0'0.00"N
h31v08, 14455356.756, 1111950.520, 15567307.275, 0.000, 132d 0'19.65"E, 10d 0'0.00"N, 142d 9'35.01"E, 10d 0'0.00"N, 130d 0'0.00"E, 0d 0'0.01"N, 140d 0'0.00"E, 0d 0'0.01"N
h31v09, 14455356.756, 0.000, 15567307.275, -1111950.520, 130d 0'0.00"E, 0d 0'0.01"N, 140d 0'0.00"E, 0d 0'0.01"N, 132d 0'19.65"E, 10d 0'0.00"S, 142d 9'35.01"E, 10d 0'0.00"S
h31v10, 14455356.756, -1111950.520, 15567307.275, -2223901.039, 132d 0'19.65"E, 10d 0'0.00"S, 142d 9'35.01"E, 10d 0'0.00"S, 138d20'35.20"E, 20d 0'0.00"S, 148d59'5.60"E, 20d 0'0.00"S
h31v11, 14455356.756, -2223901.039, 15567307.275, -3335851.559, 138d20'35.20"E, 20d 0'0.00"S, 148d59'5.60"E, 20d 0'0.00"S, 150d 6'39.85"E, 30d 0'0.00"S, 161d39'29.07"E, 30d 0'0.00"S
h31v12, 14455356.756, -3335851.559, 15567307.275, -4447802.079, 150d 6'39.85"E, 30d 0'0.00"S, 161d39'29.07"E, 30d 0'0.00"S, 169d42'10.61"E, 40d 0'0.00"S, 177d14'34.73"W, 40d 0'0.00"S
h31v13, 14455356.756, -4447802.079, 15567307.275, -5559752.598, 169d42'10.61"E, 40d 0'0.00"S, 177d14'34.73"W, 40d 0'0.00"S, 157d45'21.25"W, 50d 0'0.00"S, 142d11'55.19"W, 50d 0'0.00"S
h32v07, 15567307.275, 2223901.039, 16679257.795, 1111950.520, 148d59'5.60"E, 20d 0'0.00"N, 159d37'36.00"E, 20d 0'0.00"N, 142d 9'35.01"E, 10d 0'0.00"N, 152d18'50.37"E, 10d 0'0.00"N
h32v08, 15567307.275, 1111950.520, 16679257.795, 0.000, 142d 9'35.01"E, 10d 0'0.00"N, 152d18'50.37"E, 10d 0'0.00"N, 140d 0'0.00"E, 0d 0'0.01"N, 150d 0'0.00"E, 0d 0'0.01"N
h32v09, 15567307.275, 0.000, 16679257.795, -1111950.520, 140d 0'0.00"E, 0d 0'0.01"N, 150d 0'0.00"E, 0d 0'0.01"N, 142d 9'35.01"E, 10d 0'0.00"S, 152d18'50.37"E, 10d 0'0.00"S
h32v10, 15567307.275, -1111950.520, 16679257.795, -2223901.039, 142d 9'35.01"E, 10d 0'0.00"S, 152d18'50.37"E, 10d 0'0.00"S, 148d59'5.60"E, 20d 0'0.00"S, 159d37'36.00"E, 20d 0'0.00"S
h32v11, 15567307.275, -2223901.039, 16679257.795, -3335851.559, 148d59'5.60"E, 20d 0'0.00"S, 159d37'36.00"E, 20d 0'0.00"S, 161d39'29.07"E, 30d 0'0.00"S, 173d12'18.29"E, 30d 0'0.00"S
h32v12, 15567307.275, -3335851.559, 16679257.795, -4447802.079, 161d39'29.07"E, 30d 0'0.00"S, 173d12'18.29"E, 30d 0'0.00"S, 177d14'34.73"W, 40d 0'0.00"S, 164d11'20.06"W, 40d 0'0.00"S
h33v07, 16679257.795, 2223901.039, 17791208.315, 1111950.520, 159d37'36.00"E, 20d 0'0.00"N, 170d16'6.40"E, 20d 0'0.00"N, 152d18'50.37"E, 10d 0'0.00"N, 162d28'5.73"E, 10d 0'0.00"N
h33v08, 16679257.795, 1111950.520, 17791208.315, 0.000, 152d18'50.37"E, 10d 0'0.00"N, 162d28'5.73"E, 10d 0'0.00"N, 150d 0'0.00"E, 0d 0'0.01"N, 160d 0'0.00"E, 0d 0'0.01"N
h33v09, 16679257.795, 0.000, 17791208.315, -1111950.520, 150d 0'0.00"E, 0d 0'0.01"N, 160d 0'0.00"E, 0d 0'0.01"N, 152d18'50.37"E, 10d 0'0.00"S, 162d28'5.73"E, 10d 0'0.00"S
h33v10, 16679257.795, -1111950.520, 17791208.315, -2223901.039, 152d18'50.37"E, 10d 0'0.00"S, 162d28'5.73"E, 10d 0'0.00"S, 159d37'36.00"E, 20d 0'0.00"S, 170d16'6.40"E, 20d 0'0.00"S
h33v11, 16679257.795, -2223901.039, 17791208.315, -3335851.559, 159d37'36.00"E, 20d 0'0.00"S, 170d16'6.40"E, 20d 0'0.00"S, 173d12'18.29"E, 30d 0'0.00"S, 175d14'52.49"W, 30d 0'0.00"S
h34v07, 17791208.315, 2223901.039, 18903158.834, 1111950.520, 170d16'6.40"E, 20d 0'0.00"N, 179d 5'23.20"W, 20d 0'0.00"N, 162d28'5.73"E, 10d 0'0.00"N, 172d37'21.09"E, 10d 0'0.00"N
h34v08, 17791208.315, 1111950.520, 18903158.834, 0.000, 162d28'5.73"E, 10d 0'0.00"N, 172d37'21.09"E, 10d 0'0.00"N, 160d 0'0.00"E, 0d 0'0.01"N, 170d 0'0.00"E, 0d 0'0.01"N
h34v09, 17791208.315, 0.000, 18903158.834, -1111950.520, 160d 0'0.00"E, 0d 0'0.01"N, 170d 0'0.00"E, 0d 0'0.01"N, 162d28'5.73"E, 10d 0'0.00"S, 172d37'21.09"E, 10d 0'0.00"S
h34v10, 17791208.315, -1111950.520, 18903158.834, -2223901.039, 162d28'5.73"E, 10d 0'0.00"S, 172d37'21.09"E, 10d 0'0.00"S, 170d16'6.40"E, 20d 0'0.00"S, 179d 5'23.20"W, 20d 0'0.00"S
h35v08, 18903158.834, 1111950.520, 20015109.354, 0.000, 172d37'21.09"E, 10d 0'0.00"N, 177d13'23.56"W, 10d 0'0.00"N, 170d 0'0.00"E, 0d 0'0.01"N, 180d 0'0.00"E, 0d 0'0.01"N
h35v09, 18903158.834, 0.000, 20015109.354, -1111950.520, 170d 0'0.00"E, 0d 0'0.01"N, 180d 0'0.00"E, 0d 0'0.01"N, 172d37'21.09"E, 10d 0'0.00"S, 177d13'23.56"W, 10d 0'0.00"S
h35v10, 18903158.834, -1111950.520, 20015109.354, -2223901.039, 172d37'21.09"E, 10d 0'0.00"S, 177d13'23.56"W, 10d 0'0.00"S, 179d 5'23.20"W, 20d 0'0.00"S, 168d26'52.80"W, 20d 0'0.00"S
