0,   1,   0
  1,   3,   0
  2,   5,   0
  3,   7,   0
  4,   9,   0
  5,  11,   0
  6,  12,   0
  7,  14,   0
  8,  16,   0
  9,  18,   0
 10,  20,   0
 11,  22,   0
 12,  23,   0
 13,  25,   0
 14,  27,   0
 15,  29,   0
 16,  31,   0
 17,  33,   0
 18,  34,   0
 19,  36,   0
 20,  38,   0
 21,  40,   0
 22,  42,   0
 22,  44,   0
 23,  46,   0
 24,  47,   0
 25,  49,   0
 26,  51,   0
 27,  53,   0
 28,  55,   0
 29,  57,   0
 30,  58,   0
 31,  60,   0
 32,  62,   0
 33,  64,   0
 34,  66,   0
 35,  68,   0
 36,  69,   0
 37,  71,   0
 38,  73,   0
 39,  75,   0
 40,  77,   0
 41,  79,   0
 42,  81,   0
 43,  82,   0
 44,  84,   0
 44,  86,   0
 45,  88,   0
 46,  90,   0
 47,  92,   0
 48,  93,   0
 49,  95,   0
 50,  97,   0
 51,  99,   0
 52, 101,   0
 53, 103,   0
 54, 104,   0
 55, 106,   0
 56, 108,   0
 57, 110,   0
 58, 112,   0
 59, 114,   0
 60, 116,   0
 61, 117,   0
 62, 119,   0
 63, 121,   0
 64, 123,   0
 65, 125,   0
 66, 127,   0
 67, 128,   0
 67, 130,   0
 68, 132,   0
 69, 134,   0
 70, 136,   0
 71, 138,   0
 72, 139,   0
 73, 141,   0
 74, 143,   0
 75, 145,   0
 76, 147,   0
 77, 149,   0
 78, 151,   0
 79, 152,   0
 80, 154,   0
 81, 156,   0
 82, 158,   0
 83, 160,   0
 84, 162,   0
 85, 163,   0
 86, 165,   0
 86, 165,   0
 88, 165,   2
 90, 166,   4
 92, 166,   6
 95, 166,   9
 97, 166,  11
 99, 166,  13
101, 166,  15
104, 167,  17
106, 167,  19
108, 167,  21
111, 167,  23
113, 167,  25
115, 168,  27
117, 168,  29
120, 168,  31
122, 168,  33
124, 168,  35
126, 168,  37
129, 169,  39
131, 169,  41
133, 169,  44
135, 169,  46
138, 169,  48
140, 170,  50
142, 170,  52
144, 170,  54
147, 170,  56
149, 170,  58
151, 170,  60
153, 171,  62
156, 171,  64
158, 171,  66
160, 171,  68
162, 171,  70
165, 171,  72
167, 172,  74
169, 172,  77
171, 172,  79
174, 172,  81
176, 172,  83
178, 173,  85
181, 173,  87
183, 173,  89
185, 173,  91
187, 173,  93
190, 173,  95
192, 174,  97
194, 174,  99
196, 174, 101
199, 174, 103
201, 174, 105
203, 174, 107
205, 175, 110
208, 175, 112
210, 175, 114
212, 175, 116
214, 175, 118
217, 176, 120
219, 176, 122
221, 176, 124
223, 176, 126
226, 176, 128
228, 176, 130
230, 177, 132
232, 177, 134
235, 177, 136
237, 177, 138
239, 177, 140
241, 177, 143
242, 179, 143
245, 180, 144
245, 180, 145
247, 181, 147
249, 182, 148
250, 184, 148
253, 185, 149
254, 185, 151
255, 186, 151
255, 188, 152
255, 189, 153
255, 190, 153
255, 191, 154
255, 193, 156
255, 194, 157
255, 194, 157
255, 195, 158
255, 196, 160
255, 198, 161
255, 199, 162
255, 199, 162
255, 200, 163
255, 203, 165
255, 204, 166
255, 204, 166
255, 205, 166
255, 207, 167
255, 208, 168
255, 208, 170
255, 211, 171
255, 212, 171
255, 213, 172
255, 213, 174
255, 214, 175
255, 216, 176
255, 217, 176
255, 217, 177
255, 218, 179
255, 219, 180
255, 221, 181
255, 222, 182
255, 222, 184
255, 223, 185
255, 225, 185
255, 226, 186
255, 227, 188
255, 227, 189
255, 228, 190
255, 231, 190
255, 231, 191
255, 232, 193
255, 233, 194
255, 235, 194
255, 236, 195
255, 236, 198
255, 237, 199
255, 239, 199
255, 240, 200
255, 241, 202
255, 242, 203
255, 244, 204
255, 244, 205
255, 245, 207
255, 246, 208
255, 247, 209
255, 249, 211
255, 250, 211
255, 250, 213
255, 251, 213
255, 251, 216
255, 253, 217
255, 255, 218
255, 255, 219
255, 255, 222
255, 255, 223
255, 255, 226
255, 255, 226
255, 255, 228
255, 255, 231
255, 255, 235
255, 255, 240
255, 255, 246
255, 255, 251
255, 255, 255
255, 255, 245
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 255, 255
255, 253, 217
